Mobile,Review
"Mobile    [Samsung Galaxy A51 (128GB, 4GB) 6.5"", 48MP Qu...
Name: 6, dtype: object","[""I work in IT and know how to use phones fairly extensively. You should know one thing going into buying the Pixel 3a: it comes with Google's Pixel launcher, meaning that the interface that you're probably use to with other phones (Samsung, Xperia, iPhone, whatever else) is different here. It's a lot simpler to use, and keep in mind if you don't like it, you can download something different from the Play Store.\n\nPhotos look excellent in my opinion (see my attached photo), navigating around the phone and apps works very quickly, and cell service (T-Mobile) has worked perfectly so far. The phone doesn't have much grip to it, so I recommend buying a case for it.\n\nOverall, great phone!""]"
"Mobile    [Samsung Galaxy A51 (128GB, 4GB) 6.5"", 48MP Qu...
Name: 6, dtype: object","[""I've never spent more than $200 on average for a phone. I paid the price with suspect quality, since I mainly bought new Android phones for that price range. Every phone didn't last more than two years, most even started to have issues after a few months (i.e. GPS losing accuracy, charging slot losing contact, etc.) Of course the OS never gets updated so you set yourself up to be hacked on an old, unpatched release. The worst is the camera varying degrees of terrible. So I bought a prepaid iPhone 6 about 1.5 years ago but you know how well iOS runs on old hardware and it will probably not make the jump to the next update.\n\nNo matter how much I tried to convince myself, I just couldn't buy a new XR, even after I sold my DSLR (b/c I just never bring it with me no matter how good the pictures/lens is/was). However, when Google launched this phone, my last international family trip convinced me that I need to jump at the chance - pictures you have forever, you want the best camera/phone to capture your experiences. Plus, they are offering an insane $250 trade-in for my iPhone and $100 from the Google store credit, plus my company is giving me $100 for BYOD, so the phone is essentially free to me.\n\nOrdering was flawless, plus they (I ordered from the Google Store) provided a trade-in kit at the same time. I got it in 2 days after Google announced it. Box was your typical white box, looks almost exactly like a Apple box with color, design, packaging, etc. Phone powered right up. Slight hiccup to get it activated on Sprint in that you can't just move the nano SIM card over, you have to go to a Sprint store and activate a completely new SIM. Also make sure it's a corporate store b/c affiliates don't seem to have these SIMs. I went to Best Buy and they had me running in 20 minutes.\n\nPhone is awesome. I got the XL and it's large but for a person who wears glasses it just makes it easier to do things. I know people say it's not fast but I don't game or edit videos so it's plenty fast/responsive. Most importantly, the camera is awesome. Photos are not blurry so far and super clear. I haven't even used any of the special portrait and night options. I'm telling you if a camera can take low light photos that is golden and why I jumped at it. Even with a DSLR it's a challenge trying to take low light photos (do you have the right lens with a large aperture but then you can't have zoom, etc.)\n\nIt seems pretty fragile so I'm going to get some sort of case, especially since it's plastic and the case is not removable. However, make sure you get a full case and not a case that just clips on the edges. I made the mistake of buying one for my iPhone and sand/dirt got wedged in and ended up scratching the phone itself. The Android OS is quite a bit different than iOS but I'm coping. Can't say it's worst, just different. The best part is the it being a Google phone will get updated for at least 3 years. I have no big input on the exterior design of the outside, really all phones look the same - we have Apple to blame for that. The fingerprint unlock is a huge plus and love it for all my iPads, computers.\n\nVery pleased so far (will update if that changes). Since this phone is free to me, I plan to use my $100 Google store credit to buy another Pixel 3a for my wife. She has a 2 year old Huawei Honor 8 that has held up pretty well, aside from every government in the world banning them.\n\nUpdate after 1 month\nBest phone I've ever had. Best camera I've ever had bar none, better than any Canon/Nikon DSLR I've had, etc. I've take pictures from moving buses, etc. and each pictures looks like a million bucks...the first time. I've used the camera for some professional portrait quality pictures. Battery life is great. I have had some data disconnection problems but not sure if it's a Sprint problem or otherwise but only happened a few times. I'll monitor to see if it is a real issue. I did end up buying a second 3a XL for spouse and she loves it too, still waiting for my google credit though...\n\n6 months update\nHere is my update on both my wife and my experience after almost 1/2 a year. So we both have Pixel 3a XL's. Overall, they have been awesome. Camera is awesome, no change. For anyone who just wants to point and click, there is no equal for the price (same as all the media articles). Battery life is great, no complaints. Size is great, especially for reading for those of us who need bigger fonts. So some issues. I had an issue that took a long time to resolve where I was not getting notifications of new voicemails left (using Sprint). Long story short after going to Sprint, working online with Google support, etc. the only way to fix it was to add an app called visual voicemail and sprint hub. This is counter intuitive but it took a huge amount of effort and troubleshooting to resolve. My wife, who had Best Buy setup the phone did not have any issue. She does however have data connection lost issues that is resolved by restarting and I have had it also but not as often. Essentially, the phone stops talking to the Internet. I'm going to try to reset the phone to resolve and then will escalate to Google if it doesn't resolve. Overall, still very pleased with the phones.\n\nAlmost 1 year update\nOh well, I had hoped the Pixel 3a would be rock solid. Over the course of a year it’s developed 2 major issues that require mention. One is it keeps losing data access. The fix is to turn network/airplane mode on/off so there is a quick fix but it’s annoying nonetheless. It happens about 30% of time, usually indoors or in a place that should have access but is maybe a bit difficult. I usually don’t notice it until I bring up a browser or e-mail and it says network unavailable. The other issue is worst. The call volume has become so low that people are unintelligible on calls with bad connections or on speaker phones with low volume. If you search Pixel 3a and can’t hear people you’ll find plenty of threads on their support site. I went through the whole support hurdles to get a replacement but what they do is send you to get it fixed at a contracted store. So the local shop spent over two hours replacing the speaker and I can say that it seems better but time will tell. I’ve never had a problem like this where the volume is so low that you can’t hear people. Some theories are it’s bad hardware others believe it was a bad software update. The repair shop said they’ve had many replace and for some the replacement works and for others it doesn’t. I’m knocking off a ton of stars because a phone shouldn’t die in the first year for any reason, certainly not a near flagship from a top tier manufacturer. I’ll watch it for the next month and if I still have issues I’ll insist on a replacement. My wife whom I also bought a 3a XL also has issues and she uses a headset to make it usable. The speaker phone doesn’t have this issue. Maybe Apple does know how to make phones that are good quality...but at 2x or 3x the cost?""]"
"Mobile    [Samsung Galaxy A51 (128GB, 4GB) 6.5"", 48MP Qu...
Name: 6, dtype: object","[""THIS RECIEW COVERS BOTH PROS N CONS OF THE PHONE.\nI scoured the internet in search of a device that is excellent and budget after losing my iPhone XR, and all of it points me to the Google Pixel 3a, so naturally, I bought it without hesitation and had high hopes with all the excellent reviews I saw.\n\nProblem #1 - Battery\nWhen I received the phone, I was really shocked at how quick the battery drained when I was setting it up ( I just downloaded a few apps and was using those few apps ) I received the phone in the afternoon with a charge of around 45% and the phone died at night, which really surprised me. I did some research and apparently I'm not the only one facing this issue. I don't know if its because I am comparing it to my previous experience on the iPhone XR ( lasts me 2 days with minimal usage) but the Pixel has a bigger battery capacity than the XR which would've meant it should last longer but that's not the case. I tried using the Pixel the same way I would with my XR but the results were disappointing. It feels like such a downgrade when I switched from the XR to the pixel (but it wouldn't be fair to compare a cad $800 phone to a cad $460 phone). I would say give it a whirl if you are a minimal user and don't mind bringing around a power bank. (This phone recharges quickly tho but who’s gonna bring around the charger all day)\n\nProblem #2- Performance\nThe phone is a little sluggish, the camera was a little slow. THERE IS NO PHOTO GALLERY, it takes you to Google Photos every time, which is uncomfortable and unorganized as my account is in sync with my other devices, and it requires wifi. you can download a photo gallery app separately tho. The default keyboard is Google Keyboard, which is fine if u like it but I personally didn't like it so I downloaded a different keyboard. I didn't really like the UI (User Interface) of the Google Andriod, as I find it a little odd, but that's personal, many people like it.\n\nProblem#3- Camera\nLike most reviews stating the weird tint of the camera. This is a phone that is highly praised on for having a good camera, but that's not the case with my experience, sure the camera works excellent in low light photos, and has a wide range, but.. The camera seems to have a filter over it, the colors in the pictures taken are brighter and darker than they are and made the pictures discolored\n(light green somehow turns to blue, light brown turns to dark brown, light blue turns to dark blue) it is nice when you are taking nature photos and want to emphasize on the colors, but it's frustrating when the pictures you took don't represent the actual color of the actual thing.\n\nPros:\nYou get the pure Google stock Android experience, you will enjoy it if you love andriod's customize ability and google as it has essentially all the google features such as google assistant (and google lens built in the camera) but google is offering the features on the app store too so those features isn’t exclusive to the Pixel.\n\nIn conclusion\nThis phone did not meet up with my expectation so I returned it as I would rather pay $250 more for a phone that performs well.\n\nStorage\n*also a side note if you are concerned about storage, the phone comes preloaded with 10+GB of system setting which can't be removed so you are essentially buying a 54GB phone.""]"
"Mobile    [Samsung Galaxy A51 (128GB, 4GB) 6.5"", 48MP Qu...
Name: 6, dtype: object","['Tenía algunas dudas sobre invertir mas de 6K en un gama media pero me convencio que es un Google pura sangre y eso es algo que siempre quise probar, realmente quede bastante convencido de esta compra.\n\nVentajas:\n-La cámara: sin duda es la mejor que he visto en un Smartphone, la fotos en modo nocturno son superiores a cualquier otra marca y no tiene rival incluso con teléfonos con muchos más píxeles.\n\n-El rendimiento: realmente no utilizo juegos ni apps que consuman mucha RAM pero ya era usuario de android one desde tiempo atrás y estoy acostumbrado a ver pequeñas fallas con dispositivos de prestaciones similares, haya ahora no he visto nada que me moleste en este apartado.\n\nDesventajas:\n-Los altavoces sin ser malos no son equiparables a lo que se espera con una marca de este tipo.\n-El hecho que sea de plástico, que en realidad tiene el lado positivo de que es muy ligero (de me ha caído ya 2 veces, una de ellas desde 2 metros y no le quedó un solo rasguño) pero si se siente frágil, mejor le compré una buena funda.']"
"Mobile    [Samsung Galaxy A51 (128GB, 4GB) 6.5"", 48MP Qu...
Name: 6, dtype: object",['']
"Mobile    [Samsung Galaxy A51 (128GB, 4GB) 6.5"", 48MP Qu...
Name: 6, dtype: object","[""I keep experiencing problems with the device. Multiple apps constantly crash (even after constantly clearing the cache). Also, the selfie camera has a weird beige/brown tint to photos that makes them look washed-out (the rear camera doesn't have this issue).""]"
"Mobile    [Samsung Galaxy A51 (128GB, 4GB) 6.5"", 48MP Qu...
Name: 6, dtype: object","['Si necesitas un celular de gran desempeño, fluido, con gran pantalla, increíble cámara, gran batería y un sistema siempre actualizado; si además no te hacen mella los comentarios sobre acabados ""Premium"" (pon una buena funda y listo) ni la mercadotecnia acerca de especificaciones sobradas que jamás vamos a necesitar en el día a día, entonces, éste es tu equipo !']"
"Mobile    [Samsung Galaxy A51 (128GB, 4GB) 6.5"", 48MP Qu...
Name: 6, dtype: object",['']
"Mobile    [Samsung Galaxy A51 (128GB, 4GB) 6.5"", 48MP Qu...
Name: 6, dtype: object","['Funciona excelente con Telcel en la red 4G, lo único malo es su incompatibilidad con llamadas sobre la red 4G.\nEs un excelente teléfono, tiene una cámara increíble (solo apuntas, capturas y tendrás una foto impresionante) y las características no son las más potentes pero su rendimiento es muy bueno.\nLas aplicaciones corren súper bien, el sistema operativo es android puro y el plástico del teléfono es de primera calidad, comparado con un iPhone no es para nada resbaladizo en las manos, lo he usado sin proctector por que se ve increíble y no se me ha caido. La parte trasera superior que es de un color negro mas brillante es muy fácil que se ralle y le quedan las marcas de los dedos comparado con el resto de la cubierta trasera que es negro mate.']"
"Mobile    [Samsung Galaxy A51 (128GB, 4GB) 6.5"", 48MP Qu...
Name: 6, dtype: object",['']
"Mobile    [Samsung Galaxy S10 128GB / 8GB RAM SM-G973F H...
Name: 7, dtype: object",['Though it says as certified refurbished but got a phone which has dead pixels and also flickering screen at the bottom.']
"Mobile    [Samsung Galaxy S10 128GB / 8GB RAM SM-G973F H...
Name: 7, dtype: object","['No carrier was able to activate the phone because there are ""unpaid or overdue"" charges on the AT&T account. This is not an unlocked phone and it is completely unusable.']"
"Mobile    [Samsung Galaxy S10 128GB / 8GB RAM SM-G973F H...
Name: 7, dtype: object","[""This phone arrived cracked in the corner, and the unlock button was very soft and mushy. I considered having the back glass replaced, but on startup it displays an AT&T logo(I do not have AT&T). I paid an online service like $15 to unlock it, and they said they couldn't do so because this phone is still under contract. Total waste of time and money...I wish I had checked the reviews to see that this is a scam.""]"
"Mobile    [Samsung Galaxy S10 128GB / 8GB RAM SM-G973F H...
Name: 7, dtype: object",['Used-Goods sent me a faulty item whose IMEI determined that it was stolen.']
"Mobile    [Samsung Galaxy S10 128GB / 8GB RAM SM-G973F H...
Name: 7, dtype: object",['i was scared that something was going to go wrong but the phone looks like new it doesnt have 1 scratch 100% recommend it']
"Mobile    [Samsung Galaxy S10 128GB / 8GB RAM SM-G973F H...
Name: 7, dtype: object","['This phone is used and locked. Phone is not ""Amazon renewed."" This is a private seller selling a locked phone. I couldn\'t activate it on Verizon. My sim, which I\'ve moved between phones before, was not recognized by this phone. This phone seems to be previously paired (and still locked) on the Spectrum network. A screen protector was also advertised, but it was not included; unless you consider the huge plastic that covered the screen a screen protector. (pictured)']"
"Mobile    [Samsung Galaxy S10 128GB / 8GB RAM SM-G973F H...
Name: 7, dtype: object",['I got the phone and everything works so far. I am currently spending time with it to check out all areas and aspect but everything seems to be as good as new. There is only a 4 star rating because I wanted to get the earphone with it but other than that it was a good buy.']
"Mobile    [Samsung Galaxy S10 128GB / 8GB RAM SM-G973F H...
Name: 7, dtype: object","['The phone is fine. It says factory unlocked, but when you switch on the phone, it opens with an AT&T symbol every time and has AT&T specific apps installed on it which can’t be deleted. My Verizon SIM card works in the phone though, so I guess it is technically unlocked. Just feels sketchy.\n\nThe other is that it doesn’t quite integrate too well with some apps. My WhatsApp behaves really weird on this phone - phone calls don’t ring here, the person on the line sometimes hears my voice normally and sometimes it is electronified.\n\nSo not sure what this phone is, I don’t think it is Samsung that is refurbishing these phones. But they aren’t too bad.']"
"Mobile    [Samsung Galaxy S10 128GB / 8GB RAM SM-G973F H...
Name: 7, dtype: object","['Al principio cuando lo compré. pensé que era una estafa, que me iba a llegar un celular que no era o que era falso por el precio muy barato, usualmente éste modelo ronda entre los 18,000 - 21000 aproximadamente; sin embargo, me llegó en excelente estado, es 100% original y me va de maravilla con él... sin duda una de las mejores inversiones, lo que si es que me hubiera gustado que estuviera en su caja original, simplemente me llego en una caja blanca con el cargador por separado, eso me decepciono un poco por que fue un unboxing muy deprimente, pero fuera de eso todo quedó genial! muchas gracias']"
"Mobile    [Samsung Galaxy S10 128GB / 8GB RAM SM-G973F H...
Name: 7, dtype: object",['']
"Mobile    [Samsung Galaxy S10 128GB / 8GB RAM SM-G973F H...
Name: 7, dtype: object","['Este smartphone me ha dejado muy satisfecho. El vendedor tiene la versión del procesador Snapdragon 855, que es mejor que la Exynos, consume menos batería y es más estable.\nLas cámaras son maravillosas para tomar vídeo tiene un HDR excelente, un enfoque dual pixel qué te mantiene todo bien enfocado, el slowmotion es amplio y de buena calidad, su wideangle es genial. Lo mejor de todo es el precio de este vendedor qué además su trato es de primer nivel, atento y rápido para responder.']"
"Mobile    [Samsung Galaxy S10 128GB / 8GB RAM SM-G973F H...
Name: 7, dtype: object",['']
"Mobile    [Samsung Galaxy S10 128GB / 8GB RAM SM-G973F H...
Name: 7, dtype: object",['telefono recibido en perfectas condiciones ..el vendedor resuelve dudas de forma eficiente y expedita..recomendable']
"Mobile    [Samsung Galaxy S10 128GB / 8GB RAM SM-G973F H...
Name: 7, dtype: object",['']
"Mobile    [Samsung Galaxy S10 128GB / 8GB RAM SM-G973F H...
Name: 7, dtype: object","['Todo muy bien, el celular parece nuevo y el cubo cargador parece ser original. Ya empecé a utilizarlo y no tengo quejas por ahora. Además el envío fue a tiempo']"
"Mobile    [Samsung Galaxy S10 128GB / 8GB RAM SM-G973F H...
Name: 7, dtype: object",['']
"Mobile    [Samsung Galaxy S10 128GB / 8GB RAM SM-G973F H...
Name: 7, dtype: object",['Tengo con mi S10 mas de 1 mes y todo excelente']
"Mobile    [Samsung Galaxy S10 128GB / 8GB RAM SM-G973F H...
Name: 7, dtype: object",['']
"Mobile    [Samsung Galaxy S10+ Plus 128GB+8GB RAM SM-G97...
Name: 9, dtype: object","[""I am going to step you through each aspect of the phone and my thoughts so far.\n\nShort Version\n\nPro's\n- Price is seems very low for what you get.\n- Battery life is shockingly good. (ha)\n- Phone feels amazing in the hand, the one piece of aluminum shell can't be beat\n- Durability of this thing is on point, designed to last instead of break.\n- Speaker sounds great and achieves good volume.\n- Bare bones android, the dream.\n- Comprehensive antenna set for travel.\n\nCon's\n- No usb C connector, uses the more common micro usb.\n- Stock camera software is extremely basic, enough for most users but weak for those looking for those great shots.\n- Processor can get a little hung up every once and a while but it's barely noticeable.\n- Phone feels so nice that putting a case on it just feels bad encouraging you not to protect it and you should always use protection.\n- It doesn't make me breakfast.\n\nFeel and buttons: The phone feels extremely high quality, it's the only phone that I really hate having a case on because the aluminum feels so nice. The power and volume buttons are also aluminum and very solid, there have been complaints about them being hard to press, they aren't, they are just stiff enough that you won't easily accidentally press them like all other phones.\n\nTouch screen and fingerprint sensor: The screen felt a little off to me and it doesn't register touch perfectly but it's on par with other flag ship phones I've owned and I am still just getting use to it. The finger print sensor on this phone is amazing, it is covered with durable glass and reads finger prints very well. If you have issues with it re-enter your print, when I did it worked great.\n\nBattery: Holy crap, I've never, ever, had a phone that lasts like this one with the stock battery, my previous phone had an extended battery that more then doubled it's capacity and this phone doesn't drain much faster then it did. Charges reasonably quick and doesn't turn into a fire brick while charging and doing tasks.\n\nCamera: Ok, so my last phone had an amazing manual mode with full shudder speed controls and the works. This one comes with a stock android camera app that is pretty weak for features and merely ok at capturing good shots. Apps like open camera help resolve this but it's a little bit buggy on this phone, especially when trying to control shudder speed. I can't speak a lot to the selfie camera because I don't really use them.\n\nSpeaker: How does something this cheap have speakers this good? I don't have an answer, I'm just really happy it does. It's not super loud, it reaches about average volume, but does it with rich sound for a phone.\n\nSoftware: Stock android, no bloat other then the amazon apps but who isn't using prime? The ads are very easy to ignore and I'll gladly ignore an ad for 50 dollars, I honestly don't even notice them.\n\nAntenna's/Travel: One of the reasons I purchased this phone is because I am spending some time in Europe and it has, by far, the most comprehensive LTE antenna setup for the cost. I searched forever trying to find a phone with the 3,7,20 bands for Europe, I was struggling to find flag ship phones that had it and here it is on a entry level.\n\nDurability: The Youtuber JerryRigEverything said this may be his pick for most durable phone of 2017. I could have guessed that when it arrived. If you look closely at the phone you can see the spacer built between the screen and the outer edge of the phone, creating a bumper to help protect it. A thin rubber case is enough to make this phone very unlikely to be damaged. Even if you fall victim to the the very satisfying feel of this phone without a case you'd have to give it a pretty harsh drop to crack it.\n\nIf I think of anything else I'll edit the review later, if you have questions comment on this review and I'll try to address them. Finding the right phone to fit your situation can be tough but I believe this particular phone can fit nicely into most peoples situations.""]"
"Mobile    [Samsung Galaxy S10+ Plus 128GB+8GB RAM SM-G97...
Name: 9, dtype: object","['I bought this on Amazon July 2017, it stopped working March 29, 2018.\nWhen I bought this phone it empathized that it came with a 12 month warranty.\nI contacted Nokia and I received a reply saying that when this Nokia 6 phone is purchased through Amazon.com and it does not work it should be returned to Nokia within 14 days of receiving your phone.\nNokia do not stand by their so called warranty, I paid $229 of my hard earned money, Nokia needs to tell the truth about what they sell on Amazon.\nI advise all who are thinking about buying this phone to think twice before wasting your money, good luck.']"
"Mobile    [Samsung Galaxy S10+ Plus 128GB+8GB RAM SM-G97...
Name: 9, dtype: object","[""I have been watching this phone's development for awhile now, as I am a happy previous Nokia phone user. Every Nokia I've owned has taken my abuse and continued to work flawlessly. Obviously smartphones are different, but I had hoped that some of that resilience could rub off on Nokia's new foray into Android smartphones.\n\nThe build quality: This phone is machined and built to a much higher standard than any sub $400 phone on the market. It is solid, and feels great in hand, that is of course until I put a case on it. But its initial build quality does give me some confidence that it will handle day to day abuse without much issue.\n\nPerformance: I was a bit worried by the processor in this phone and had wished Nokia went with the Snapdragon 625 like their competitor, Motorola. Of course, the Moto 5g also didn't have 4GB of RAM, so it too was a tradeoff. So far though, after having installed my apps and put the phone under my own typical multitasking load, I am impressed by its overall responsiveness. It is not a speed demon by any means, but it doesn't hang or lag in any way that is frustrating. I can seamlessly go from streaming a podcast to surfing the web, watching netflix, mapmyrun, to using Google maps without a single hiccup. Fellow Android users, I'm sure you know when its time for you to reboot your phone because it starts to get laggy: I haven't had to reboot the phone since I got it. I'm not a super power user, but I do multitask on my phone, I just don't run power intensive games--would rather game on my PC or PS4. I think the fact that the phone runs stock Android also plays to the phones' relatively modest processor.\n\nBattery life seems to be very good on this phone. I can get 2 full days of usage if I'm a bit lean on using the screen. Can always get well over a full day with it even if my face is glued to it.\n\nCamera: Its fine for what it is. I use it mostly as a scanner for documents, or for random documentary shots. It is responsive and the image quality is OK. I personally don't really care, as I carry a dedicated camera with me that is significantly better than any smartphone could ever be.\n\nOverall, I think Nokia has a solid hit on their hands. The phone does everything I need it to do without frustrating me with heavy lag or glitches. And it does all this in an attractively designed body and a dirt cheap price tag.""]"
"Mobile    [Samsung Galaxy S10+ Plus 128GB+8GB RAM SM-G97...
Name: 9, dtype: object","[""This is a great phone for me! I chose to get it without the ads and maybe that makes a difference with some of the bad reviews. I'm not a heavy phone-user, so it exceeded my expectations by far!! It's fast, and I was able to transfer all my stuff over from my old phone quickly. So far, I have had no issues sending or receiving texts or phone calls. When I first turned the phone on, it went through upgrades and since I have had another upgrade. One thing I really love and was pleasantly surprised is there is something on the screen that keeps it from attracting fingerprints! I'm a bit OCD about fingerprints so I was constantly wiping down my last phone, but with the Nokia 6, I don't have to! I love it!""]"
"Mobile    [Samsung Galaxy S10+ Plus 128GB+8GB RAM SM-G97...
Name: 9, dtype: object",['Great value for money. Extremely solid build. Premium feel in hand.']
"Mobile    [Samsung Galaxy S10+ Plus 128GB+8GB RAM SM-G97...
Name: 9, dtype: object","['Acabados premium, Android puro, inversion brutal. Nokia volvió por el lugar que le corresponde en el mercado. Muy recomendable. M']"
"Mobile    [Samsung Galaxy S10+ Plus 128GB+8GB RAM SM-G97...
Name: 9, dtype: object",['']
"Mobile    [Samsung Galaxy S10+ Plus 128GB+8GB RAM SM-G97...
Name: 9, dtype: object","['Quiero extender una felicitación a Nokia por su excelente producto de calidad, y asi mismo tambien a amazon por su pronta entrega y esque estoy fascinado con mi producto no le pide nada a la gama alta y lo mejor es super estable ya vimos que nokia llego para quedarse.']"
"Mobile    [Samsung Galaxy S10+ Plus 128GB+8GB RAM SM-G97...
Name: 9, dtype: object",['']
"Mobile    [Samsung Galaxy S10+ Plus 128GB+8GB RAM SM-G97...
Name: 9, dtype: object","['Mi teléfono anterior también era un nokia 1020 y a pesar que tenia windows su hardware era excelente, ahora con éste nuevo teléfono, no le pide nada a los de su categoría, éste teléfono luce como si fuera de gama alta, es rápido y principalmente que tiene android puro, sin nada del fabricante ni de ningún operador afortunadamente, tiene buen espacio de almacenamiento, yo lo ocupo con dos líneas telefónicas y trabaja muy bien, como vengo de windows me cuesta un poco de trabajo pero realmente trabaja muy bien y a muy buen precio. Por cierto mis lineas telefónicas son movistar y telcel, sin problemas cada una.']"
"Mobile    [Samsung Galaxy S10+ Plus 128GB+8GB RAM SM-G97...
Name: 9, dtype: object",['']
"Mobile    [Samsung Galaxy S10+ Plus 128GB+8GB RAM SM-G97...
Name: 9, dtype: object","['Disclaimer: I bought this phone after 5 years of using iPhones.\n\nThis Nokia is worthy of the brand name from a hardware perspective. It is very solid (has been dropped from pocket height too many times and is none the worse for wear), has great ""feel"" in the hand, and the screen seems much more scratch resistant than my previous iPhones - no micro-scratches at all after 4 months of use without a case and no screen protector (the phone only cost $300 - why waste money on a case). Most of all, I find it really great looking. Still after 4 months, when I look at it I think HMD Global did a great job of the design.\n\nThe software is almost pure Google Android, and is updated automatically to the latest. This is a good thing, compared to phones that come with poorly coded bloatware. The only Nokia software seems to be the Support app, which can be used to get live chat help from HMD Global. The phone is fast enough for normal daily use, though it does slow down after some time of not being rebooted, and so a restart once a week keeps it running fast as new, which is not great but is not a big deal either. Not sure if that is OS or phone firmware issues.\n\nFor me the negatives are the aspects Google brings to the table with the OS. To be clear, it is not ALL negative - the software is mostly fine. However, some very basics (in my mind) have been missed or poorly implemented by Google. For example, there is no separate control for notifications volume. It seems tied to the ring volume. For me phone ring (rare) and notification alerts sound (frequent) are not related at all. This means if you have dozens of apps, you get absurdly loud notification sounds if you have your ringer set to be loud enough to hear when the phone rings outdoors. The only answer is to go into each app one-by-one and turn off notifications, but that doesn\'t help for the core apps where I do want notifications - they are still too loud. Web forums are filled with such Android sound complaints, but no fix seems to be planned.\n\nAlso, things that should be simple are not well executed. Google\'s own apps such as Keep crash when switching between apps using the multi-task button. As well, the volume management in software is even more wonky, such as when I connect to a bluetooth speaker, the volume used for that device affects the overall volume of the phone even when not connected to the speaker any longer (speaker off) - example: after playing the speaker loudly, the minimum possible volume on the phone for music is very loud and has fewer ""steps"" between volume levels - i.e. the first ""step"" after zero (no volume) is already very loud.\n\nThere are several simple things in software that are surprisingly bad for an OS in version 8.1. The notifications volume control issue should\'ve been a version 1 or 2 feature.\n\nI would give the phone hardware a 5 star rating. The hardware quality for the price is really well done. The purchased device drops to 3 stars due to software issues that should\'ve been corrected years ago.\n\nApple is very smart not to license iOS. If iOS could run on this great $300 Nokia hardware, Apple\'s hardware division would be in trouble.']"
"Mobile    [Samsung Galaxy S10+ Plus 128GB+8GB RAM SM-G97...
Name: 9, dtype: object",['Excelente smartphone. Posee Android puro actualizado a la última versión disponible. Sus especificaciones técnicas proporcionan un buen rendimiento. Funciona con la banda 4 para conectividad 4G LTE.']
"Mobile    [Samsung Galaxy S10+ Plus 128GB+8GB RAM SM-G97...
Name: 9, dtype: object",['']
"Mobile    [Rugged Phone CUBOT Kingkong（2020）, Unlocked S...
Name: 10, dtype: object","['No me agrado quwbds problemas con el audio en especial el micrófono el lector de huella sin problemas y la bacteria se descarga bastante rápido aún que este cargada 100%, la calidad de la imagen es muy buena, buenas calidad y imagen prefecta']"
"Mobile    [Rugged Phone CUBOT Kingkong（2020）, Unlocked S...
Name: 10, dtype: object",['']
"Mobile    [Rugged Phone CUBOT Kingkong（2020）, Unlocked S...
Name: 10, dtype: object",['My wife is really happy with the phone especially the battery life which is excellent she says.']
"Mobile    [Rugged Phone CUBOT Kingkong（2020）, Unlocked S...
Name: 10, dtype: object","[""NOT USABLE WITH VERIZON\nI fell in love with this phone but my text messages wouldn't come through to my phone. Verizon doesn't support this IMEI sadly.""]"
"Mobile    [Foluu Galaxy S20 FE 5G Case, Galaxy S20 FE Me...
Name: 11, dtype: object","[""Coming from a pixel 2 I expected more.\nFront camera is slow and very blurry in low-light\nvibration intensity is pathetic, I keep missing calls.\nit's obnoxiously large\nfingerprint scanner is inconsistent at best, even without any screen protection (if anyone had one in stock)\nSamsung's version of android is garbage, I actually downgraded from Android 11 to 10\n\nbattery life is better than my ancient phone.\nwifi6 is fast, about 300Mbps tested\nWifi6 Stats:\nChannel 40 (11ax)\nSignal 94% (-53 dBm)\nRx Rate 960 Mbps\nTx Rate 648 Mbps\nPower Save Enabled\n\n5G is decent (LTE+ indicated at 100Mbps down, 4Mbps up, AT&T in Raleigh, NC)\n\nIf you you like Samsung's spin on android and large screens this is a great phone for you.""]"
"Mobile    [Foluu Galaxy S20 FE 5G Case, Galaxy S20 FE Me...
Name: 11, dtype: object","[""I bought this phone because I wasn't willing to spend a grand on the S20/ or note. Plus on Amazon it saved me an extra 100. I have tmobile. And I switched my sim out from my S9. Phone calls and texting worked immediately but it took me a couple hours to get the mobile data running. But after I restarted the network I am now on 5G.\nI did not receive my headset. I reached out to Amazon and I'll see what they say. If not I'll reach out to Samsung. This phone is larger than my S9 but I love the screen size even though it's not easy to hold for me with one hand. It is a beautiful phone. Screen has amazing color. And it is quite fast. Downer is the battery life. I've been on it for a couple hours and I'm down to 62% but it did charge really fast. From what I did see of the camera in low light the picture did come out nice for being at night. 3 different settings are on upon opening it. Zoom back, regular and zoom in. I'll see what the pictures look like in the day. Overall I'm happy with my purchase. Just hope that the battery life gets fixed. It's a nice alternative for getting a new phone at a not so large price tag.""]"
"Mobile    [Foluu Galaxy S20 FE 5G Case, Galaxy S20 FE Me...
Name: 11, dtype: object",['Performance = 9 / 10 - fast Snapdragon cpu but only only 6gb ram\n\nDisplay = 8.7 / 10 - 120ghz is great but screen is washed compared to s10/s20\n\nBatttery = 8.8 / 10 - all day battery\n\nDesign = 8.7 / 10 - flat screen but bezels could be smaller\n\nCamera = 9 /10 - great main cameras - selfie camera is MEH and pics can be blurry on moving objects\n\nFeatures = 9/10 - three years of software updates..5g...a lot of color options .. ip68 .. wireless charging .. dex']
